"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13885","Successfully search a valid product","","Thu Apr 24 15:45:46 BDT 2025","passed","Thu Apr 24 15:45:59 BDT 2025","","Evershop website automation test suite","",""
